2020-02-19/16:39:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:48		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:49		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:50		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:51		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:52		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:53		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:54		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:55		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:56		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:57		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:58		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:34:59		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:00		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:01		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:02		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:03		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:04		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:05		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:05		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:05		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:05		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
2021-04-17/20:35:05		 creditCardFraud_28011979_120229.csv: File loaded successfully!!
